id,rate
13023,1
13025,1
13027,1
13029,1
13031,1
13033,1
13035,1
13037,1
13039,1
13043,1
13045,1
13047,1
13049,1
13051,1
13053,1
13055,1
13057,1
13059,1
13061,1
13063,1
13065,1
13067,1
13069,1
13071,1
13073,1
13075,1
13077,1
13079,1
13081,1
13083,1
13085,1
13087,1
13089,1
13091,1
13093,1
13095,1
13097,1
13099,1
13101,1
13103,1
13105,1
13107,1
13109,1
13111,1
13113,1
13115,1
13117,1
13119,1
13121,1
13123,1
13125,1
13127,1
13129,1
13131,1
13133,1
13135,1
13137,1
13139,1
13141,1
13143,1
13145,1
13147,1
13149,1
13151,1
13153,1
13155,1
13157,1
13159,1
13161,1
13163,1
13165,1
13167,1
13169,1
13171,1
13173,1
13175,1
13177,1
13179,1
13181,1
13183,1
13185,1
13187,1
13189,1
13191,1
13193,1
13195,1
13197,1
13199,1
13201,1
13205,1
13207,1
13209,1
13211,1
13213,1
13215,1
13217,1
13219,1
13221,1
13223,1
13225,1
13227,1
13229,1
13231,1
13233,1
13235,1
13237,1
13239,1
13241,1
13243,1
13245,1
13247,1
13249,1
13251,1
13253,1
13255,1
13257,1
13259,1
13261,1
13263,1
13265,1
13267,1
13269,1
13271,1
13273,1
13275,1
13277,1
13279,1
13281,1
13283,1
13285,1
13287,1
13289,1
13291,1
13293,1
13295,1
13297,1
13299,1
13301,1
13303,1
13305,1
13307,1
13309,1
13311,1
13313,1
13315,1
13317,1
13319,1
13321,1
15001,0
15003,0
15007,0
15009,0
16001,4
16003,4
16005,4
16007,4
16009,4
16011,4
16013,4
16015,4
16017,4
16019,4
16021,4
16023,4
16025,4
16027,4
16029,4
16031,4
16033,4
16035,4
16037,4
16039,4
16041,4
16043,4
16045,4
16047,4
16049,4
16051,4
16053,4
16055,4
16057,4
16059,4
16061,4
16063,4
16065,4
16067,4
16069,4
16071,4
16073,4
16075,4
16077,4
16079,4
16081,4
16083,4
16085,4
16087,4
17001,2
17003,2
17005,2
17007,2
17009,2
17011,2
17013,2
17015,2
17017,2
17019,2
17021,2
17023,2
17025,2
17027,2
17029,2
17031,2
17033,2
17035,2
17037,2
17039,2
17041,2
17043,2
17045,2
17047,2
17049,2
17051,2
17053,2
17055,2
17057,2
17059,2
17061,2
17063,2
17065,2
17067,2
17069,2
17071,2
17073,2
17075,2
17077,2
17079,2
17081,2
17083,2
17085,2
17087,2
17089,2
17091,2
17093,2
17095,2
17097,2
17099,2
17101,2
17103,2
17105,2
17107,2
17109,2
17111,2
17113,2
17115,2
17117,2
17119,2
17121,2
17123,2
17125,2
17127,2
17129,2
17131,2
17133,2
17135,2
17137,2
17139,2
17141,2
17143,2
17145,2
17147,2
17149,2
17151,2
17153,2
17155,2
17157,2
17159,2
17161,2
17163,2
17165,2
17167,2
17169,2
17171,2
17173,2
17175,2
17177,2
17179,2
17181,2
17183,2
17185,2
17187,2
17189,2
17191,2
17193,2
17195,2
17197,2
17199,2
17201,2
17203,2
18001,0
18003,0
18005,0
18007,0
18009,0
18011,0
18013,0
18015,0
18017,0
18019,0
18021,0
18023,0
18025,0
18027,0
18029,0
18031,0
18033,0
18035,0
18037,0
18039,0
18041,0
18043,0
18045,0
18047,0
18049,0
18051,0
18053,0
18055,0
18057,0
18059,0
18061,0
18063,0
18065,0
18067,0
18069,0
18071,0
18073,0
18075,0
18077,0
18079,0
18081,0
18083,0
18085,0
18087,0
18089,0
18091,0
18093,0
18095,0
18097,0
18099,0
18101,0
18103,0
18105,0
18107,0
18109,0
18111,0
18113,0
18115,0
18117,0
18119,0
18121,0
18123,0
18125,0
18127,0
18129,0
18131,0
18133,0
18135,0
18137,0
18139,0
18141,0
18143,0
18145,0
18147,0
18149,0
18151,0
18153,0
18155,0
18157,0
18159,0
18161,0
18163,0
18165,0
18167,0
18169,0
18171,0
18173,0
18175,0
18177,0
18179,0
18181,0
18183,0
19001,0
19003,0
19005,0
19007,0
19009,0
19011,0
19013,0
19015,0
19017,0
19019,0
19021,0
19023,0
19025,0
19027,0
19029,0
19031,0
19033,0
19035,0
19037,0
19039,0
19041,0
19043,0
19045,0
19047,0
19049,0
19051,0
19053,0
19055,0
19057,0
19059,0
19061,0
19063,0
19065,0
19067,0
19069,0
19071,0
19073,0
19075,0
19077,0
19079,0
19081,0
19083,0
19085,0
19087,0
19089,0
19091,0
19093,0
19095,0
19097,0
19099,0
19101,0
19103,0
19105,0
19107,0
19109,0
19111,0
19113,0
19115,0
19117,0
19119,0
19121,0
19123,0
19125,0
19127,0
19129,0
19131,0
19133,0
19135,0
19137,0
19139,0
19141,0
19143,0
19145,0
19147,0
19149,0
19151,0
19153,0
19155,0
19157,0
19159,0
19161,0
19163,0
19165,0
19167,0
19169,0
19171,0
19173,0
19175,0
19177,0
19179,0
19181,0
19183,0
19185,0
19187,0
19189,0
19191,0
19193,0
19195,0
19197,0
20001,0
20003,0
20005,0
20007,0
20009,0
20011,0
20013,0
20015,0
20017,0
20019,0
20021,0
20023,0
20025,0
20027,0
20029,0
20031,0
20033,0
20035,0
20037,0
20039,0
20041,0
20043,0
20045,0
20047,0
20049,0
20051,0
20053,0
20055,0
20057,0
20059,0
20061,0
20063,0
20065,0
20067,0
20069,0
20071,0
20073,0
20075,0
20077,0
20079,0
20081,0
20083,0
20085,0
20087,0
20089,0
20091,0
20093,0
20095,0
20097,0
20099,0
20101,0
20103,0
20105,0
20107,0
20109,0
20111,0
20113,0
20115,0
20117,0
20119,0
20121,0
20123,0
20125,0
20127,0
20129,0
20131,0
20133,0
20135,0
20137,0
20139,0
20141,0
20143,0
20145,0
20147,0
20149,0
20151,0
20153,0
20155,0
20157,0
20159,0
20161,0
20163,0
20165,0
20167,0
20169,0
20171,0
20173,0
20175,0
20177,0
20179,0
20181,0
20183,0
20185,0
20187,0
20189,0
20191,0
20193,0
20195,0
20197,0
20199,0
20201,0
20203,0
20205,0
20207,0
20209,0
21001,0
21003,0
21005,0
21007,0
21009,0
21011,0
21013,0
21015,0
21017,0
21019,0
21021,0
21023,0
21025,0
21027,0
21029,0
21031,0
21033,0
21035,0
21037,0
21039,0
21041,0
21043,0
21045,0
21047,0
21049,0
21051,0
21053,0
21055,0
21057,0
21059,0
21061,0
21063,0
21065,0
21067,0
21069,0
21071,0
21073,0
21075,0
21077,0
21079,0
21081,0
21083,0
21085,0
21087,0
21089,0
21091,0
21093,0
21095,0
21097,0
21099,0
21101,0
21103,0
21105,0
21107,0
21109,0
21111,0
21113,0
21115,0
21117,0
21119,0
21121,0
21123,0
21125,0
21127,0
21129,0
21131,0
21133,0
21135,0
21137,0
21139,0
21141,0
21143,0
21145,0
21147,0
21149,0
21151,0
21153,0
21155,0
21157,0
21159,0
21161,0
21163,0
21165,0
21167,0
21169,0
21171,0
21173,0
21175,0
21177,0
21179,0
21181,0
21183,0
21185,0
21187,0
21189,0
21191,0
21193,0
21195,0
21197,0
21199,0
21201,0
21203,0
21205,0
21207,0
21209,0
21211,0
21213,0
21215,0
21217,0
21219,0
21221,0
21223,0
21225,0
21227,0
21229,0
21231,0
21233,0
21235,0
21237,0
21239,0
22001,0
22003,0
22005,0
22007,0
22009,0
22011,0
22013,0
22015,0
22017,0
22019,0
22021,0
22023,0
22025,0
22027,0
22029,0
22031,0
22033,0
22035,0
22037,0
22039,0
22041,0
22043,0
22045,0
22047,0
22049,0
22051,0
22053,0
22055,0
22057,0
22059,0
22061,0
22063,0
22065,0
22067,0
22069,0
22071,0
22073,0
22075,0
22077,0
22079,0
22081,0
22083,0
22085,0
22087,0
22089,0
22091,0
22093,0
22095,0
22097,0
22099,0
22101,0
22103,0
22105,0
22107,0
22109,0
22111,0
22113,0
22115,0
22117,0
22119,0
22121,0
22123,0
22125,0
22127,0
23001,0
23003,0
23005,0
23007,0
23009,0
23011,0
23013,0
23015,0
23017,0
23019,0
23021,0
23023,0
23025,0
23027,0
23029,0
23031,0
24001,0
24003,0
24005,0
24009,0
24011,0
24013,0
24015,0
24017,0
24019,0
24021,0
24023,0
24025,0
24027,0
24029,0
24031,0
24033,0
24035,0
24037,0
24039,0
24041,0
24043,0
24045,0
24047,0
24510,0
25001,0
25003,0
25005,0
25007,0
25009,0
25011,0
25013,0
25015,0
25017,0
25019,0
25021,0
25023,0
25025,0
25027,0
26001,1
26003,1
26005,1
26007,1
26009,1
26011,1
26013,1
26015,1
26017,1
26019,1
26021,1
26023,1
26025,1
26027,1
26029,1
26031,1
26033,1
26035,1
26037,1
26039,1
26041,1
26043,1
26045,1
26047,1
26049,1
26051,1
26053,1
26055,1
26057,1
26059,1
26061,1
26063,1
26065,1
26067,1
26069,1
26071,1
26073,1
26075,1
26077,1
26079,1
26081,1
26083,1
26085,1
26087,1
26089,1
26091,1
26093,1
26095,1
26097,1
26099,1
26101,1
26103,1
26105,1
26107,1
26109,1
26111,1
26113,1
26115,1
26117,1
26119,1
26121,1
26123,1
26125,1
26127,1
26129,1
26131,1
26133,1
26135,1
26137,1
26139,1
26141,1
26143,1
26145,1
26147,1
26149,1
26151,1
26153,1
26155,1
26157,1
26159,1
26161,1
26163,1
26165,1
27001,2
27003,2
27005,2
27007,2
27009,2
27011,2
27013,2
27015,2
27017,2
27019,2
27021,2
27023,2
27025,2
27027,2
27029,2
27031,2
27033,2
27035,2
27037,2
27039,2
27041,2
27043,2
27045,2
27047,2
27049,2
27051,2
27053,2
27055,2
27057,2
27059,2
27061,2
27063,2
27065,2
27067,2
27069,2
27071,2
27073,2
27075,2
27077,2
27079,2
27081,2
27083,2
27085,2
27087,2
27089,2
27091,2
27093,2
27095,2
27097,2
27099,2
27101,2
27103,2
27105,2
27107,2
27109,2
27111,2
27113,2
27115,2
27117,2
27119,2
27121,2
27123,2
27125,2
27127,2
27129,2
27131,2
27133,2
27135,2
27137,2
27139,2
27141,2
27143,2
27145,2
27147,2
27149,2
27151,2
27153,2
27155,2
27157,2
27159,2
27161,2
27163,2
27165,2
27167,2
27169,2
27171,2
27173,2
28001,.1
28003,.1
28005,.1
28007,.1
28009,.1
28011,.1
28013,.1
28015,.1
28017,.1
28019,.1
28021,.1
28023,.1
28025,.1
28027,.1
28029,.1
28031,.1
28033,.1
28035,.1
28037,.1
28039,.1
28041,.1
28043,.1
28045,.1
28047,.1
28049,.1
28051,.1
28053,.1
28055,.1
28057,.1
28059,.1
28061,.1
28063,.1
28065,.1
28067,.1
28069,.1
28071,.1
28073,.1
28075,.1
28077,.1
28079,.1
28081,.1
28083,.1
28085,.1
28087,.1
28089,.1
28091,.1
28093,.1
28095,.1
28097,.1
28099,.1
28101,.1
28103,.1
28105,.1
28107,.1
28109,.1
28111,.1
28113,.1
28115,.1
28117,.1
28119,.1
28121,.1
28123,.1
28125,.1
28127,.1
28129,.1
28131,.1
28133,.1
28135,.1
28137,.1
28139,.1
28141,.1
28143,.1
28145,.1
28147,.1
28149,.1
28151,.1
28153,.1
28155,.1
28157,.1
28159,.1
28161,.1
28163,.1
29001,.1
29003,.1
29005,.1
29007,.1
29009,.1
29011,.1
29013,.1
29015,.1
29017,.1
29019,.1
29021,.1
29023,.1
29025,.1
29027,.1
29029,.1
29031,.1
29033,.1
29035,.1
29037,.1
29039,.1
29041,.1
29043,.1
29045,.1
29047,.1
29049,.1
29051,.1
29053,.1
29055,.1
29057,.1
29059,.1
29061,.1
29063,.1
29065,.1
29067,.1
29069,.1
29071,.1
29073,.1
29075,.1
29077,.1
29079,.1
29081,.1
29083,.1
29085,.1
29087,.1
29089,.1
29091,.1
29093,.1
29095,.1
29097,.1
29099,.1
29101,.1
29103,.1
29105,.1
29107,.1
29109,.1
29111,.1
29113,.1
29115,.1
29117,.1
29119,.1
29121,.1
29123,.1
29125,.1
29127,.1
29129,.1
29131,.1
29133,.1
29135,.1
29137,.1
29139,.1
29141,.1
29143,.1
29145,.1
29147,.1
29149,.1
29151,.1
29153,.1
29155,.1
29157,.1
29159,.1
29161,.1
29163,.1
29165,.1
29167,.1
29169,.1
29171,.1
29173,.1
29175,.1
29177,.1
29179,.1
29181,.1
29183,.1
29185,.1
29186,.1
29187,.1
29189,.1
29195,.1
29197,.1
29199,.1
29201,.1
29203,.1
29205,.1
29207,.1
29209,.1
29211,.1
29213,.1
29215,.1
29217,.1
29219,.1
29221,.1
29223,.1
29225,.1
29227,.1
29229,.1
29510,.1
30001,.1
30003,.1
30005,.1
30007,.1
30009,.1
30011,.1
30013,.1
30015,.1
30017,.1
30019,.1
30021,.1
30023,.1
30025,.1
30027,.1
30029,.1
30031,.1
30033,.1
30035,.1
30037,.1
30039,.1
30041,.1
30043,.1
30045,.1
30047,.1
30049,.1
30051,.1
30053,.1
30055,.1
30057,.1
30059,.1
30061,.1
30063,.1
30065,.1
30067,.1
30069,.1
30071,.1
30073,.1
30075,.1
30077,.1
30079,.1
30081,.1
30083,.1
30085,.1
30087,.1
30089,.1
30091,.1
30093,.1
30095,.1
30097,.1
30099,.1
30101,.1
30103,.1
30105,.1
30107,.1
30109,.1
30111,.1
31001,.056
31003,.036
31005,.044
31007,.035
31009,.052
31011,.039
31013,.071
31015,.036
31017,.031
31019,.035
31021,.057
31023,.039
31025,.046
31027,.032
31029,.03
31031,.025
31033,.041
31035,.043
31037,.04
31039,.035
31041,.031
31043,.055
31045,.044
31047,.048
31049,.038
31051,.037
31053,.049
31055,.05
31057,.04
31059,.044
31061,.037
31063,.03
31065,.041
31067,.059
31069,.044
31071,.025
31073,.038
31075,.031
31077,.033
31079,.044
31081,.034
31083,.036
31085,.042
31087,.066
31089,.032
31091,.04
31093,.038
31095,.046
31097,.039
31099,.038
31101,.039
31103,.044
31105,.043
31107,.036
31109,.042
31111,.04
31113,.043
31115,.032
31117,.04
31119,.042
31121,.04
31123,.041
31125,.036
31127,.054
31129,.047
31131,.05
31133,.041
31135,.031
31137,.038
31139,.036
31141,.044
31143,.042
31145,.042
31147,.057
31149,.031
31151,.04
31153,.047
31155,.045
31157,.048
31159,.037
31161,.035
31163,.03
31165,.038
31167,.036
31169,.043
31171,.038
31173,.138
31175,.029
31177,.041
31179,.038
31181,.042
31183,.032
31185,.057
32001,.099
32003,.139
32005,.126
32007,.068
32009,.083
32011,.093
32013,.086
32015,.072
32017,.094
32019,.163
32021,.105
32023,.161
32027,.106
32029,.148
32031,.131
32033,.084
32510,.128
33001,.07
33003,.054
33005,.065
33007,.078
33009,.056
33011,.075
33013,.063
33015,.075
33017,.066
33019,.065
34001,.122
34003,.084
34005,.091
34007,.109
34009,.085
34011,.126
34013,.111
34015,.1
34017,.116
34019,.069
34021,.081
34023,.092
34025,.087
34027,.076
34029,.096
34031,.117
34033,.101
34035,.079
34037,.085
34039,.098
34041,.088
35001,.075
35003,.081
35005,.068
35006,.063
35007,.08
35009,.044
35011,.043
35013,.069
35015,.06
35017,.123
35019,.075
35021,.045
35023,.076
35025,.083
35027,.051
35028,.029
35029,.134
35031,.086
35033,.131
35035,.068
35037,.059
35039,.072
35041,.044
35043,.09
35045,.083
35047,.078
35049,.065
35051,.048
35053,.05
35055,.087
35057,.088
35059,.055
35061,.085
36001,.071
36003,.079
36005,.133
36007,.085
36009,.085
36011,.08
36013,.078
36015,.089
36017,.087
36019,.09
36021,.077
36023,.085
36025,.084
36027,.082
36029,.083
36031,.078
36033,.078
36035,.091
36037,.072
36039,.084
36041,.056
36043,.076
36045,.078
36047,.11
36049,.076
36051,.075
36053,.074
36055,.083
36057,.088
36059,.072
36061,.092
36063,.088
36065,.073
36067,.079
36069,.067
36071,.082
36073,.082
36075,.093
36077,.068
36079,.07
36081,.091
36083,.077
36085,.089
36087,.074
36089,.089
36091,.064
36093,.078
36095,.076
36097,.074
36099,.073
36101,.095
36103,.075
36105,.086
36107,.079
36109,.056
36111,.081
36113,.072
36115,.074
36117,.078
36119,.074
36121,.078
36123,.06
37001,.118
37003,.136
37005,.109
37007,.148
37009,.1
37011,.079
37013,.112
37015,.105
37017,.12
37019,.105
37021,.082
37023,.141
37025,.114
37027,.152
37029,.071
37031,.076
37033,.124
37035,.136
37037,.08
37039,.142
37041,.119
37043,.108
37045,.143
37047,.125
37049,.1
37051,.091
37053,.05
37055,.068
37057,.125
37059,.121
37061,.087
37063,.08
37065,.163
37067,.095
37069,.097
37071,.133
37073,.071
37075,.134
37077,.102
37079,.102
37081,.11
37083,.131
37085,.109
37087,.085
37089,.086
37091,.094
37093,.083
37095,.059
37097,.121
37099,.078
37101,.095
37103,.109
37105,.135
37107,.114
37109,.132
37111,.141
37113,.092
37115,.093
37117,.106
37119,.11
37121,.11
37123,.133
37125,.095
37127,.119
37129,.091
37131,.107
37133,.083
37135,.063
37137,.101
37139,.091
37141,.108
37143,.103
37145,.108
37147,.1
37149,.082
37151,.11
37153,.132
37155,.115
37157,.117
37159,.128
37161,.143
37163,.083
37165,.165
37167,.119
37169,.101
37171,.118
37173,.091
37175,.085
37177,.088
37179,.1
37181,.13
37183,.083
37185,.127
37187,.117
37189,.069
37191,.088
37193,.129
37195,.119
37197,.093
37199,.109
38001,.027
38003,.034
38005,.053
38007,.013
38009,.029
38011,.027
38013,.022
38015,.028
38017,.037
38019,.025
38021,.041
38023,.034
38025,.036
38027,.038
38029,.051
38031,.028
38033,.025
38035,.035
38037,.032
38039,.036
38041,.027
38043,.034
38045,.043
38047,.027
38049,.029
38051,.031
38053,.022
38055,.034
38057,.033
38059,.03
38061,.044
38063,.029
38065,.031
38067,.051
38069,.04
38071,.032
38073,.06
38075,.033
38077,.043
38079,.097
38081,.065
38083,.037
38085,.043
38087,.012
38089,.028
38091,.021
38093,.032
38095,.026
38097,.035
38099,.045
38101,.028
38103,.038
38105,.02
39001,.138
39003,.102
39005,.114
39007,.126
39009,.086
39011,.101
39013,.092
39015,.119
39017,.091
39019,.132
39021,.114
39023,.099
39025,.094
39027,.139
39029,.125
39031,.123
39033,.132
39035,.085
39037,.099
39039,.117
39041,.067
39043,.095
39045,.082
39047,.117
39049,.082
39051,.121
39053,.095
39055,.065
39057,.094
39059,.108
39061,.089
39063,.091
39065,.112
39067,.106
39069,.109
39071,.153
39073,.104
39075,.063
39077,.128
39079,.105
39081,.127
39083,.087
39085,.079
39087,.084
39089,.089
39091,.112
39093,.091
39095,.113
39097,.085
39099,.118
39101,.102
39103,.075
39105,.152
39107,.078
39109,.11
39111,.115
39113,.11
39115,.146
39117,.1
39119,.119
39121,.14
39123,.107
39125,.115
39127,.128
39129,.103
39131,.147
39133,.092
39135,.111
39137,.09
39139,.118
39141,.115
39143,.108
39145,.121
39147,.12
39149,.119
39151,.11
39153,.096
39155,.135
39157,.102
39159,.08
39161,.132
39163,.113
39165,.085
39167,.094
39169,.089
39171,.141
39173,.1
39175,.112
40001,.076
40003,.055
40005,.084
40007,.033
40009,.059
40011,.057
40013,.052
40015,.061
40017,.055
40019,.057
40021,.056
40023,.076
40025,.035
40027,.052
40029,.088
40031,.051
40033,.04
40035,.055
40037,.081
40039,.049
40041,.06
40043,.046
40045,.045
40047,.045
40049,.059
40051,.074
40053,.042
40055,.079
40057,.069
40059,.043
40061,.084
40063,.107
40065,.048
40067,.086
40069,.07
40071,.081
40073,.043
40075,.062
40077,.104
40079,.087
40081,.067
40083,.056
40085,.054
40087,.056
40089,.116
40091,.082
40093,.045
40095,.075
40097,.081
40099,.047
40101,.081
40103,.077
40105,.093
40107,.089
40109,.061
40111,.085
40113,.074
40115,.062
40117,.082
40119,.063
40121,.065
40123,.051
40125,.065
40127,.089
40129,.045
40131,.072
40133,.092
40135,.087
40137,.084
40139,.038
40141,.056
40143,.068
40145,.066
40147,.059
40149,.063
40151,.042
40153,.065
41001,.085
41003,.075
41005,.104
41007,.082
41009,.126
41011,.117
41013,.161
41015,.112
41017,.135
41019,.14
41021,.056
41023,.099
41025,.15
41027,.066
41029,.115
41031,.129
41033,.133
41035,.12
41037,.101
41039,.115
41041,.094
41043,.136
41045,.093
41047,.103
41049,.074
41051,.109
41053,.093
41055,.076
41057,.082
41059,.078
41061,.102
41063,.087
41065,.08
41067,.096
41069,.067
41071,.11
42001,.074
42003,.072
42005,.08
42007,.084
42009,.109
42011,.091
42013,.074
42015,.076
42017,.073
42019,.071
42021,.088
42023,.167
42025,.1
42027,.056
42029,.063
42031,.083
42033,.098
42035,.082
42037,.082
42039,.101
42041,.068
42043,.081
42045,.079
42047,.129
42049,.092
42051,.091
42053,.102
42055,.086
42057,.143
42059,.078
42061,.102
42063,.078
42065,.095
42067,.076
42069,.083
42071,.075
42073,.089
42075,.07
42077,.093
42079,.092
42081,.093
42083,.1
42085,.113
42087,.104
42089,.09
42091,.07
42093,.059
42095,.088
42097,.094
42099,.081
42101,.11
42103,.086
42105,.103
42107,.101
42109,.086
42111,.085
42113,.079
42115,.078
42117,.078
42119,.088
42121,.087
42123,.073
42125,.079
42127,.066
42129,.078
42131,.069
42133,.084
44001,.111
44003,.119
44005,.1
44007,.135
44009,.092
45001,.148
45003,.094
45005,.225
45007,.125
45009,.181
45011,.19
45013,.087
45015,.107
45017,.144
45019,.09
45021,.162
45023,.211
45025,.168
45027,.161
45029,.142
45031,.13
45033,.172
45035,.103
45037,.107
45039,.129
45041,.117
45043,.125
45045,.102
45047,.137
45049,.161
45051,.109
45053,.107
45055,.104
45057,.179
45059,.117
45061,.157
45063,.083
45065,.157
45067,.21
45069,.202
45071,.117
45073,.142
45075,.187
45077,.106
45079,.095
45081,.094
45083,.122
45085,.139
45087,.206
45089,.154
45091,.141
46003,.04
46005,.03
46007,.06
46009,.049
46011,.032
46013,.031
46015,.027
46017,.172
46019,.039
46021,.045
46023,.048
46025,.047
46027,.037
46029,.058
46031,.056
46033,.03
46035,.043
46037,.053
46039,.048
46041,.104
46043,.031
46045,.027
46047,.049
46049,.031
46051,.035
46053,.031
46055,.036
46057,.051
46059,.028
46061,.03
46063,.023
46065,.027
46067,.039
46069,.036
46071,.062
46073,.026
46075,.024
46077,.051
46079,.058
46081,.038
46083,.039
46085,.057
46087,.045
46089,.05
46091,.047
46093,.04
46095,.068
46097,.057
46099,.047
46101,.061
46103,.044
46105,.039
46107,.032
46109,.048
46111,.038
46113,.126
46115,.034
46117,.021
46119,.024
46121,.084
46123,.029
46125,.044
46127,.053
46129,.04
46135,.053
46137,.078
47001,.097
47003,.121
47005,.128
47007,.137
47009,.093
47011,.093
47013,.131
47015,.108
47017,.164
47019,.098
47021,.094
47023,.115
47025,.111
47027,.126
47029,.122
47031,.102
47033,.134
47035,.108
47037,.092
47039,.142
47041,.102
47043,.098
47045,.14
47047,.108
47049,.13
47051,.104
47053,.157
47055,.14
47057,.135
47059,.143
47061,.13
47063,.125
47065,.087
47067,.183
47069,.127
47071,.111
47073,.103
47075,.18
47077,.181
47079,.131
47081,.124
47083,.116
47085,.119
47087,.127
47089,.118
47091,.122
47093,.081
47095,.107
47097,.189
47099,.146
47101,.149
47103,.069
47105,.095
47107,.13
47109,.127
47111,.112
47113,.11
47115,.121
47117,.163
47119,.119
47121,.136
47123,.161
47125,.09
47127,.097
47129,.116
47131,.104
47133,.12
47135,.176
47137,.134
47139,.114
47141,.097
47143,.127
47145,.089
47147,.101
47149,.095
47151,.184
47153,.128
47155,.092
47157,.102
47159,.128
47161,.111
47163,.088
47165,.097
47167,.116
47169,.12
47171,.103
47173,.107
47175,.142
47177,.125
47179,.086
47181,.129
47183,.13
47185,.135
47187,.075
47189,.09
48001,.094
48003,.076
48005,.089
48007,.073
48009,.065
48011,.051
48013,.079
48015,.084
48017,.052
48019,.068
48021,.08
48023,.051
48025,.103
48027,.071
48029,.072
48031,.058
48033,.062
48035,.086
48037,.078
48039,.089
48041,.062
48043,.051
48045,.059
48047,.099
48049,.072
48051,.074
48053,.063
48055,.082
48057,.095
48059,.063
48061,.108
48063,.096
48065,.067
48067,.125
48069,.053
48071,.107
48073,.097
48075,.064
48077,.074
48079,.072
48081,.086
48083,.069
48085,.078
48087,.059
48089,.066
48091,.066
48093,.061
48095,.082
48097,.065
48099,.087
48101,.056
48103,.095
48105,.097
48107,.07
48109,.045
48111,.044
48113,.087
48115,.087
48117,.058
48119,.084
48121,.077
48123,.083
48125,.06
48127,.11
48129,.07
48131,.125
48133,.084
48135,.092
48137,.067
48139,.086
48141,.098
48143,.071
48145,.095
48147,.09
48149,.057
48151,.064
48153,.069
48155,.057
48157,.083
48159,.073
48161,.067
48163,.084
48165,.068
48167,.085
48169,.057
48171,.049
48173,.052
48175,.079
48177,.061
48179,.089
48181,.087
48183,.08
48185,.1
48187,.067
48189,.064
48191,.089
48193,.06
48195,.055
48197,.072
48199,.101
48201,.085
48203,.087
48205,.043
48207,.052
48209,.068
48211,.03
48213,.085
48215,.116
48217,.085
48219,.07
